Year Month Tmax Tmin PAR Prec CO2 O3
1800 1 -2.4 -12 135.43 74.8 281.48 0
1800 2 -4 -13.3 205.53 110.6 281.87 0
1800 3 -0.6 -10.8 354.39 67.2 282.21 0
1800 4 12.9 1.3 462.05 67.5 282.46 0
1800 5 15.9 4.2 491.23 53 282.4 0
1800 6 23.1 13.1 470.2 177.2 281.68 0
1800 7 24.6 14.8 502.88 224.4 280.04 0
1800 8 23 13 461.54 123.2 278.44 0
1800 9 19.6 9.3 336.56 121.8 278.41 0
1800 10 10.9 2.2 194.04 86.4 279.45 0
1800 11 4.7 -1.8 93.94 66.5 280.46 0
1800 12 -3.2 -12.1 94.17 81.2 281.1 0
1801 1 -4.9 -16.9 136.98 17.4 281.57 0
1801 2 -4.3 -14.3 190.02 103.4 281.95 0
1801 3 -0.7 -11.6 360.2 130.4 282.3 0
1801 4 12.1 0.4 331.73 79.6 282.54 0
1801 5 15.3 3.4 514.53 55.8 282.49 0
1801 6 22.2 12.5 432.55 153.6 281.76 0
1801 7 23.7 15 438.73 98.6 280.13 0
1801 8 22.2 12.1 451.94 158 278.53 0
1801 9 19.2 8.4 265.81 81 278.49 0
1801 10 10.5 1.4 187.44 114.8 279.54 0
1801 11 4 -2.6 107.11 67.4 280.54 0
1801 12 -3.2 -13.5 71.09 150.4 281.18 0
1802 1 -4.8 -16.4 122.94 114.3 281.65 0
1802 2 -6.1 -15.6 187.47 124.2 282.03 0
1802 3 4.2 -5.7 338.1 92.5 282.38 0
1802 4 11.3 0.4 467.33 95.3 282.62 0
1802 5 20.8 8.8 479.08 77.7 282.57 0
1802 6 23.1 11.5 501.68 101.9 281.84 0
1802 7 24.2 13.3 493.6 73.9 280.2 0
1802 8 23.7 12.2 483.06 64 278.6 0
1802 9 21.1 8.9 371.01 150.6 278.57 0
1802 10 14.3 3.6 184.32 78.5 279.61 0
1802 11 5.8 -3.9 109.07 81.3 280.61 0
1802 12 -5.4 -15.4 81.54 115.3 281.25 0
1803 1 -3.3 -12.6 145.56 122.2 281.72 0
1803 2 -4.1 -14.4 221.06 57.9 282.1 0
