Year Month Tmax Tmin PAR Prec CO2 O3
1800 1 -6.8 -18.4 135.43 105.9 281.48 0
1800 2 -4.8 -15.5 205.53 105.2 281.87 0
1800 3 2.7 -7.6 354.39 55.9 282.21 0
1800 4 10.9 0.2 462.05 145 282.46 0
1800 5 19.7 7 491.23 102.1 282.4 0
1800 6 22.9 12.9 470.2 406.9 281.68 0
1800 7 26.1 13.8 502.88 112.8 280.04 0
1800 8 24.8 11.9 461.54 95.5 278.44 0
1800 9 22.4 7.1 336.56 71.1 278.41 0
1800 10 13.5 1.2 194.04 146.8 279.45 0
1800 11 5.2 -3.7 93.94 49.8 280.46 0
1800 12 -3.6 -15.9 94.17 72.6 281.1 0
1801 1 -3.2 -17.2 136.98 72.1 281.57 0
1801 2 -4.1 -14.5 190.02 87.6 281.95 0
1801 3 2.6 -6.3 360.2 61.5 282.3 0
1801 4 10.9 -0.7 331.73 39.4 282.54 0
1801 5 15.3 4.6 514.53 124.2 282.49 0
1801 6 20.8 9.6 432.55 125.7 281.76 0
1801 7 25.3 14.6 438.73 183.9 280.13 0
1801 8 21.8 13.2 451.94 48.3 278.53 0
1801 9 20.6 9.4 265.81 48.5 278.49 0
1801 10 15.2 4.1 187.44 102.6 279.54 0
1801 11 6.6 -2.1 107.11 351.5 280.54 0
1801 12 1.4 -10 71.09 161 281.18 0
1802 1 -8.8 -20.9 122.94 46 281.65 0
1802 2 -2.9 -15.7 187.47 42.2 282.03 0
1802 3 1.8 -9.7 338.1 77.2 282.38 0
1802 4 8.6 0.9 467.33 132.6 282.62 0
1802 5 16.9 5.6 479.08 66 282.57 0
1802 6 22.7 10.9 501.68 93.5 281.84 0
1802 7 24.9 14.8 493.6 135.1 280.2 0
1802 8 24.4 14.1 483.06 127.3 278.6 0
1802 9 23.1 12.1 371.01 77 278.57 0
1802 10 14.9 3.2 184.32 70.9 279.61 0
1802 11 5.9 -1.1 109.07 73.9 280.61 0
1802 12 -1.9 -8.7 81.54 72.6 281.25 0
1803 1 -1.9 -14.2 145.56 91.2 281.72 0
1803 2 -1.1 -12.5 221.06 35.6 282.1 0
1803 3 3.2 -7.1 367.13 83.8 282.45 0
1803 4 11.2 1.8 398.66 63.5 282.69 0
1803 5 19.9 6.8 487.22 69.1 282.64 0
1803 6 24 12.1 392.4 43.7 281.92 0
1803 7 26.1 16.1 497.05 52.8 280.28 0
1803 8 25.8 13.2 437.54 35.8 278.68 0
1803 9 20.9 9.9 345.15 81.3 278.65 0
1803 10 14.2 2.8 221.82 37.8 279.69 0
1803 11 8.4 0.2 130.1 46.2 280.7 0
1803 12 0.6 -7.4 67.1 114.6 281.34 0
1804 1 -3.1 -11.7 135.43 36.8 281.81 0
1804 2 -2.9 -14.8 205.53 53.3 282.2 0
1804 3 -0.3 -12.7 354.39 63.5 282.54 0
1804 4 8.8 -0.8 462.05 69.6 282.78 0
1804 5 15.6 2.4 491.23 81.5 282.73 0
1804 6 22.5 11.9 470.2 84.8 282 0
1804 7 23.9 13.8 502.88 80.5 280.37 0
1804 8 23.9 12.7 461.54 49 278.77 0
1804 9 17.5 6.7 336.56 89.2 278.73 0
1804 10 13.8 3.2 194.04 28.4 279.77 0
1804 11 6.2 -3 93.94 60.7 280.78 0
1804 12 -3.5 -12.2 94.17 52.8 281.42 0
1805 1 -5.3 -14 136.98 23.7 281.88 0
1805 2 -5.7 -15.9 190.02 29.8 282.27 0
1805 3 2.2 -8.5 360.2 61.2 282.61 0
1805 4 11.1 1 331.73 91.6 282.85 0
1805 5 19 5.5 514.53 69.3 282.8 0
1805 6 21 10.3 432.55 98.6 282.08 0
1805 7 24.1 13.5 438.73 149 280.44 0
1805 8 24.3 13.6 451.94 100.6 278.84 0
1805 9 17.5 7 265.81 143.2 278.81 0
1805 10 9.3 1.4 187.44 95 279.85 0
1805 11 1.5 -5.2 107.11 115.2 280.86 0
1805 12 -7.1 -18.2 71.09 120.7 281.51 0
1806 1 -1.3 -14.6 122.94 121.2 281.97 0
1806 2 -2.6 -11.8 187.47 49.8 282.36 0
1806 3 3.1 -7.1 338.1 103.1 282.7 0
1806 4 10.5 0 467.33 64.3 282.95 0
1806 5 18.7 5 479.08 88.6 282.89 0
1806 6 23.8 10.6 501.68 95 282.17 0
1806 7 25.5 14.3 493.6 108.7 280.53 0
1806 8 24.1 11.2 483.06 67.1 278.93 0
1806 9 19.3 7.3 371.01 54.6 278.9 0
1806 10 14.4 1.6 184.32 51.1 279.94 0
1806 11 7.4 -1.1 109.07 46.7 280.94 0
1806 12 1.1 -8.1 81.54 124.2 281.59 0
1807 1 -8.5 -20.2 124.28 46.2 282.05 0
1807 2 -3.9 -16.7 182.24 82 282.44 0
1807 3 0.1 -13.1 342.3 94.7 282.78 0
1807 4 5.4 -5.3 430.22 79.2 283.03 0
1807 5 17.7 5.7 371.9 85.3 282.98 0
1807 6 22.8 11.3 550.92 174.8 282.25 0
1807 7 26.1 13.7 511.8 74.2 280.62 0
1807 8 23.6 10.4 434.96 169.4 279.02 0
1807 9 18.5 7 271.48 44.2 278.99 0
1807 10 12.9 3.4 238.92 114 280.03 0
1807 11 5.1 -2.5 116.58 87.9 281.04 0
1807 12 -5.1 -18.1 100.6 44.5 281.68 0
1808 1 -9.2 -18.9 119.75 37.7 282.15 0
1808 2 -1 -8.7 178.9 57.9 282.54 0
1808 3 -2.6 -11.9 330.12 30.8 282.88 0
1808 4 11.3 0.7 382.24 70.1 283.12 0
1808 5 15.4 6 389.12 73.4 283.07 0
1808 6 23.2 11 490.9 53.8 282.34 0
1808 7 25.1 14 508.63 110 280.7 0
1808 8 25.5 14.8 449.69 87.8 279.1 0
1808 9 17.4 7.1 277.86 30.6 279.07 0
1808 10 13 2.6 157.07 43.8 280.11 0
1808 11 4.8 -2.1 100.93 72.5 281.11 0
1808 12 -1.9 -10.1 80.28 72 281.75 0
1809 1 -7.6 -17.7 149.48 140.4 282.21 0
1809 2 -5.1 -17.4 225.44 103.6 282.6 0
1809 3 -0.9 -12.6 322.93 74 282.94 0
1809 4 7.7 -3.5 363.61 57.6 283.19 0
1809 5 14.2 3.6 442.75 79.8 283.14 0
1809 6 24.3 10.7 535.76 74.8 282.41 0
1809 7 25.1 13.6 471.18 108.6 280.77 0
1809 8 23.2 11.1 409.29 120.8 279.18 0
1809 9 18.5 8.4 332.54 76 279.14 0
1809 10 12.5 1.2 210.47 50.8 280.18 0
1809 11 3.6 -5 103.89 90.8 281.19 0
1809 12 -3.9 -14.4 89.16 76.5 281.83 0
1810 1 -7.4 -15.2 122.94 99.1 282.3 0
1810 2 -7.4 -15 187.47 64.3 282.69 0
1810 3 -1.6 -10 338.1 44.7 283.03 0
1810 4 6.4 -2.7 467.33 76.7 283.27 0
1810 5 17.1 6.5 479.08 122.9 283.22 0
1810 6 22.6 10.5 501.68 91.4 282.49 0
1810 7 26.6 14.7 493.6 126 280.86 0
1810 8 26.4 14.7 483.06 84.1 279.26 0
1810 9 17.9 7.1 371.01 106.2 279.22 0
1810 10 11.8 3.1 184.32 143.3 280.26 0
1810 11 2.4 -3.3 109.07 80 281.27 0
1810 12 -1.9 -7.7 81.54 67.1 281.91 0
1811 1 -5.9 -17.3 151.16 124.3 282.37 0
1811 2 -9.1 -25.2 200.96 55.8 282.75 0
1811 3 1.8 -12.8 378.35 99.2 283.1 0
1811 4 10.4 -0.3 323.69 71.5 283.34 0
1811 5 19 6.1 444.37 51.4 283.29 0
1811 6 22.8 10.6 478.26 67.8 282.56 0
1811 7 25.9 13.9 542.69 60 280.93 0
1811 8 25.8 13.2 447.01 73.8 279.33 0
1811 9 18.9 6.5 416.57 122.6 279.29 0
1811 10 10.1 0.3 170.6 109.5 280.33 0
1811 11 4.2 -4.6 86.03 109.8 281.34 0
1811 12 -2.8 -12.3 97.41 32.5 281.98 0
1812 1 -6.6 -16.6 113.38 74 282.44 0
1812 2 -3.2 -13.7 188.01 61.4 282.83 0
1812 3 4.1 -3.7 326.08 50 283.18 0
1812 4 8.8 0.5 367.96 113.2 283.42 0
1812 5 18.2 7 500.2 194 283.36 0
1812 6 21.9 11.9 443.07 135.5 282.63 0
1812 7 24.7 13.9 508.13 65.4 281 0
1812 8 24.5 14 423.21 74.4 279.4 0
1812 9 18.7 8.7 257.58 133.6 279.36 0
1812 10 13.8 4 183.91 42.8 280.4 0
1812 11 5.1 -0.8 112.16 38.6 281.41 0
1812 12 -5.7 -13.8 84.83 123.4 282.05 0
1813 1 -5.2 -16.1 126.11 108.2 282.51 0
1813 2 -5.9 -19.4 203.43 96.3 282.89 0
1813 3 6.6 -4.3 334.9 31.8 283.24 0
1813 4 9.6 -0.1 439.63 79.5 283.48 0
1813 5 16.7 6.1 514.57 97.5 283.43 0
1813 6 23.3 11.2 447.16 23.4 282.7 0
1813 7 25.9 13.4 469.89 25.7 281.07 0
1813 8 23.7 12.6 434.45 149.1 279.47 0
1813 9 21.6 9.7 311.62 136.9 279.43 0
1813 10 14.7 3 205.57 71.4 280.47 0
1813 11 4.4 -2.3 109.16 82.8 281.48 0
1813 12 -3.1 -11.2 95.19 157 282.12 0
1814 1 -6.8 -18.4 130.01 105.9 282.59 0
1814 2 -4.8 -15.5 181.89 105.2 282.97 0
1814 3 2.7 -7.6 323.34 55.9 283.32 0
1814 4 10.9 0.2 349.77 145 283.56 0
1814 5 19.7 7 383.69 102.1 283.51 0
1814 6 22.9 12.9 448.56 406.9 282.78 0
1814 7 26.1 13.8 554.53 112.8 281.14 0
1814 8 24.8 11.9 414.98 95.5 279.54 0
1814 9 22.4 7.1 299.58 71.1 279.5 0
1814 10 13.5 1.2 212.3 146.8 280.54 0
1814 11 5.2 -3.7 120.58 49.8 281.55 0
1814 12 -3.6 -15.9 89.84 72.6 282.19 0
1815 1 -0.2 -9.9 146.99 72.8 282.65 0
1815 2 -3.2 -14 218.35 47.7 283.03 0
1815 3 2.5 -8.1 335.2 56.8 283.38 0
1815 4 11.5 1 433.87 97.6 283.62 0
1815 5 17.7 4.6 576.61 58.8 283.56 0
1815 6 23 12.5 515 205.3 282.84 0
1815 7 26 13.9 522.03 84.6 281.2 0
1815 8 26 13.2 465.47 99.5 279.6 0
1815 9 19.1 7.9 281.92 79 279.56 0
1815 10 12.7 4.1 215.82 136.6 280.6 0
1815 11 5.7 -1.7 108.66 94.2 281.61 0
1815 12 -0.7 -9.8 89.62 131.6 282.25 0
1816 1 -9.5 -18.6 113.38 83.3 282.71 0
1816 2 -5 -18.5 188.01 28.7 283.1 0
1816 3 -0.3 -10.8 326.08 103.1 283.44 0
1816 4 7.2 -1.9 367.96 88.1 283.69 0
1816 5 17.5 6.7 500.2 80.3 283.63 0
1816 6 21.8 11.4 443.07 177.8 282.9 0
1816 7 26.3 14.6 508.13 63.8 281.27 0
1816 8 25.9 13.7 423.21 33.5 279.67 0
1816 9 19.4 9.8 257.58 94.2 279.63 0
1816 10 11.2 1 183.91 51.3 280.67 0
1816 11 3.3 -3.6 112.16 114.6 281.68 0
1816 12 -3.4 -13.8 84.83 104.6 282.32 0
1817 1 -9.1 -18.6 119.75 101.1 282.78 0
1817 2 -3.1 -12.3 178.9 30.2 283.17 0
1817 3 7.8 -2.4 330.12 48.5 283.51 0
1817 4 15.2 3.6 382.24 120.4 283.75 0
1817 5 17.1 5.8 389.12 136.7 283.7 0
1817 6 24.4 11.3 490.9 45.5 282.97 0
1817 7 27 14.7 508.63 123.7 281.33 0
1817 8 26.4 14.1 449.69 121.9 279.74 0
1817 9 22 10.8 277.86 194.8 279.7 0
1817 10 12.2 2.4 157.07 130 280.74 0
1817 11 5.3 -2.3 100.93 64.3 281.75 0
1817 12 -4.2 -12.3 80.28 73.4 282.39 0
1818 1 -4.1 -15.1 138.44 75.4 282.85 0
1818 2 -3 -15.4 219.22 35.1 283.24 0
1818 3 1.4 -9.5 319.19 179.8 283.58 0
1818 4 8.1 -1.9 362.99 132.6 283.83 0
1818 5 17.4 5.8 430.4 100.3 283.77 0
1818 6 24.7 12.8 458.2 195.3 283.04 0
1818 7 26 13.8 518.08 79 281.41 0
1818 8 23.6 11.4 395.15 88.1 279.81 0
1818 9 18.9 6.4 294.76 114.8 279.77 0
1818 10 12.3 1.7 202.35 191.3 280.81 0
1818 11 3.4 -4.8 96.37 151.1 281.82 0
1818 12 -5.6 -18.1 108.25 64 282.46 0
1819 1 -7.6 -17.6 145.59 95 282.92 0
1819 2 -5.8 -16.1 178 96.4 283.31 0
1819 3 -0.4 -11.1 328.23 82.2 283.65 0
1819 4 8.9 -1 388.12 39 283.9 0
1819 5 19.4 5.4 445.87 72.8 283.84 0
1819 6 23.2 11.1 498.62 41.2 283.12 0
1819 7 23.3 11.4 420.71 164.4 281.48 0
1819 8 23 12.9 444.53 79 279.88 0
1819 9 19.7 9.3 349.94 75.4 279.85 0
1819 10 10.3 2 174.43 58.4 280.89 0
1819 11 4.3 -2.8 130.18 85.8 281.89 0
1819 12 -1.5 -8.9 98.89 24.8 282.53 0
1820 1 -8.3 -18.3 110.19 30.4 283 0
1820 2 -2.2 -13.1 174.25 42.4 283.38 0
1820 3 -0.3 -10 315.2 105 283.73 0
1820 4 10.2 -0.3 380.78 115.7 283.97 0
1820 5 14.5 4.4 418.14 47.8 283.92 0
1820 6 24.2 13 465.7 124.4 283.19 0
1820 7 25.4 13.7 523.52 136.2 281.55 0
1820 8 24.4 13.3 465.78 107 279.96 0
1820 9 20.3 9.8 353.39 131 279.92 0
1820 10 12.2 4.7 201.29 194.6 280.96 0
1820 11 4.8 -3.4 116.69 126.4 281.97 0
1820 12 -4.5 -11.9 89.61 118 282.61 0
1821 1 -10 -21.4 135.48 138.2 283.07 0
1821 2 -3.4 -15.8 207.2 212.9 283.45 0
1821 3 0.1 -12.1 302.33 118.1 283.8 0
1821 4 9.6 -1.1 326.16 76.7 284.04 0
1821 5 17.2 5.4 499.79 133.1 283.99 0
1821 6 24.1 11.8 495.59 97 283.26 0
1821 7 22.9 12.8 516.93 188.5 281.62 0
1821 8 22.2 12.1 473.67 205 280.02 0
1821 9 16.6 6.7 370.52 106.4 279.99 0
1821 10 9 -0.3 206.82 133.9 281.03 0
1821 11 0.4 -5.2 121.42 81.8 282.03 0
1821 12 -9.1 -19.7 96.81 142.7 282.67 0
1822 1 -3.4 -13.8 145.59 38.9 283.14 0
1822 2 -3.6 -15.1 178 23.4 283.52 0
1822 3 0.7 -9.5 328.23 51.3 283.86 0
1822 4 10.5 0.8 388.12 116.7 284.11 0
1822 5 19 6.1 445.87 46.9 284.05 0
1822 6 21.4 10.2 498.62 49.2 283.32 0
1822 7 25.3 13.1 420.71 142.4 281.68 0
1822 8 25 14.4 444.53 102.6 280.08 0
1822 9 17.2 7 349.94 135.6 280.05 0
1822 10 9.3 1 174.43 85.5 281.09 0
1822 11 2.8 -3.8 130.18 37.9 282.09 0
1822 12 -9.1 -19.2 98.89 71.4 282.73 0
1823 1 -2.7 -9.8 119.75 48.8 283.19 0
1823 2 -1.2 -10.9 178.9 81 283.58 0
1823 3 -1.7 -10.8 330.12 86 283.92 0
1823 4 11.1 1.7 382.24 170.7 284.16 0
1823 5 17 6.5 389.12 91.7 284.11 0
1823 6 22.7 11.5 490.9 174 283.38 0
1823 7 24.2 13.1 508.63 40.5 281.75 0
1823 8 23.4 11.8 449.69 81.5 280.15 0
1823 9 22.2 10.7 277.86 35.8 280.11 0
1823 10 17.1 6.5 157.07 208 281.15 0
1823 11 4.2 -5 100.93 98.5 282.16 0
1823 12 -6.9 -14.4 80.28 82.6 282.8 0
1824 1 -5.7 -17.5 133.33 66.5 283.27 0
1824 2 -4.2 -15.5 204.83 45.7 283.65 0
1824 3 4.8 -4.4 340.61 39.6 284 0
1824 4 13.4 1.2 364.13 65.5 284.24 0
1824 5 19.3 7.1 461.32 104.1 284.19 0
